Age,Gender,Height (cm),Weight (kg),Goal,Diet Recommendation,BMI,BMI Category,Food Recommendation,Exercise Recommendation,Hydration Recommendation,Sleep Recommendation
62,Female,170,71,Weight Gain,Carb Boost,24.56747404844291,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.4 L/day,7-9 hours/night
32,Female,177,80,Maintain Weight,Balanced,25.53544639152223,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.2 L/day,7-9 hours/night
57,Female,176,58,Maintain Weight,Balanced,18.72417355371901,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.4 L/day,7-9 hours/night
38,Female,164,86,Weight Gain,Carb Boost,31.975014872099948,Obesity,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.7 L/day,7-9 hours/night
38,Male,163,61,Weight Loss,High Fiber,22.95908765854944,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
29,Male,185,71,Maintain Weight,Balanced,20.74506939371804,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,7-9 hours/night
29,Male,155,74,Weight Loss,High Fiber,30.80124869927159,Obesity,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,"7-9 hours/night, consistent schedule"
43,Male,165,79,Weight Loss,High Fiber,29.017447199265384,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",4.2 L/day,"7-9 hours/night, consistent schedule"
61,Female,180,77,Weight Gain,Carb Boost,23.76543209876543,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.4 L/day,7-9 hours/night
66,Male,159,60,Weight Gain,High Protein,23.73323840037973,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.3 L/day,7-8 hours/night
23,Male,178,68,Weight Gain,High Protein,21.461936624163616,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
60,Female,184,70,Weight Gain,Carb Boost,20.6758034026465,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.4 L/day,7-9 hours/night
35,Male,165,58,Maintain Weight,Balanced,21.30394857667585,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,7-9 hours/night
41,Female,152,85,Maintain Weight,Balanced,36.79016620498615,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.7 L/day,7-9 hours/night
36,Male,156,69,Maintain Weight,Balanced,28.353057199211044,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",4.2 L/day,7-9 hours/night
43,Male,189,80,Weight Gain,High Protein,22.395789591556788,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.7 L/day,7-9 hours/night
30,Female,197,82,Maintain Weight,Balanced,21.12911953412868,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,7-9 hours/night
22,Female,182,75,Maintain Weight,Balanced,22.6421929718633,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.0 L/day,7-9 hours/night
20,Female,160,79,Weight Gain,Carb Boost,30.859375,Obesity,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.0 L/day,7-9 hours/night
25,Male,206,59,Weight Loss,High Fiber,13.903289659722878,Underweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,"7-9 hours/night, consistent schedule"
50,Male,163,53,Maintain Weight,Balanced,19.94805976890361,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,7-9 hours/night
33,Female,162,66,Weight Loss,Low Carb,25.14860539551897,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 5x/week, Strength 3x/week",3.2 L/day,"7-9 hours/night, consistent schedule"
31,Female,171,77,Maintain Weight,Balanced,26.332888752094664,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.2 L/day,7-9 hours/night
22,Female,185,82,Weight Gain,Carb Boost,23.959094229364496,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.0 L/day,7-9 hours/night
47,Female,159,59,Weight Gain,Carb Boost,23.337684427040067,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.7 L/day,7-9 hours/night
61,Female,147,78,Maintain Weight,Balanced,36.09607108149383,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.4 L/day,7-9 hours/night
50,Female,150,77,Maintain Weight,Balanced,34.22222222222222,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.7 L/day,7-9 hours/night
58,Female,167,78,Maintain Weight,Balanced,27.968016063681024,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.9 L/day,7-9 hours/night
21,Female,179,70,Weight Gain,Carb Boost,21.84700852033332,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.0 L/day,7-9 hours/night
61,Male,167,91,Weight Gain,High Protein,32.62935207429452,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.3 L/day,7-9 hours/night
37,Female,167,76,Weight Gain,Carb Boost,27.25088744666356,Overweight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.2 L/day,7-9 hours/night
57,Female,160,82,Weight Loss,Low Carb,32.03124999999999,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.4 L/day,"7-9 hours/night, consistent schedule"
62,Male,179,67,Weight Loss,High Fiber,20.91070815517618,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.3 L/day,"7-9 hours/night, consistent schedule"
28,Female,159,75,Maintain Weight,Balanced,29.666548000474663,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.5 L/day,7-9 hours/night
37,Female,181,69,Weight Gain,Carb Boost,21.06162815542871,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.7 L/day,7-9 hours/night
58,Male,166,68,Maintain Weight,Balanced,24.67702133836552,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.3 L/day,7-9 hours/night
51,Male,191,53,Weight Loss,High Fiber,14.528110523286095,Underweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
56,Female,166,84,Maintain Weight,Balanced,30.48337930033387,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.4 L/day,7-9 hours/night
37,Female,152,67,Weight Loss,Low Carb,28.999307479224377,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 5x/week, Strength 3x/week",3.2 L/day,"7-9 hours/night, consistent schedule"
31,Male,181,71,Maintain Weight,Balanced,21.672110130948383,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,7-9 hours/night
36,Female,171,79,Weight Loss,Low Carb,27.01685988851271,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 5x/week, Strength 3x/week",3.2 L/day,"7-9 hours/night, consistent schedule"
49,Male,200,70,Maintain Weight,Balanced,17.5,Underweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.7 L/day,7-9 hours/night
40,Male,205,73,Weight Loss,High Fiber,17.37061273051755,Underweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
47,Female,180,69,Maintain Weight,Balanced,21.29629629629629,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,7-9 hours/night
61,Female,167,79,Maintain Weight,Balanced,28.32658037218976,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.9 L/day,7-9 hours/night
31,Male,191,72,Weight Loss,High Fiber,19.73630108823772,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
15,Male,186,73,Maintain Weight,Balanced,21.10070528384784,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,8-10 hours/night
32,Female,185,79,Weight Loss,Low Carb,23.08254200146092,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,"7-9 hours/night, consistent schedule"
27,Male,173,69,Weight Gain,High Protein,23.05456246449932,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
48,Male,179,83,Maintain Weight,Balanced,25.90431010268094,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",4.2 L/day,7-9 hours/night
46,Male,164,67,Weight Loss,High Fiber,24.91076740035693,Obesity,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
35,Female,180,71,Maintain Weight,Balanced,21.91358024691358,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,7-9 hours/night
60,Male,176,70,Weight Gain,High Protein,22.59814049586777,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.3 L/day,7-9 hours/night
37,Female,159,64,Weight Gain,Carb Boost,25.315454293738377,Overweight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.2 L/day,7-9 hours/night
34,Male,162,100,Weight Gain,High Protein,38.10394756896814,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.7 L/day,7-9 hours/night
41,Male,180,59,Maintain Weight,Balanced,18.20987654320988,Underweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.7 L/day,7-9 hours/night
44,Male,171,84,Weight Loss,High Fiber,28.726787729557817,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",4.2 L/day,"7-9 hours/night, consistent schedule"
